"","Member","parliament_group","ideo_avg","tweets","Region","Party"
"1181","Yasmin Qureshi","2017-2019",-0.746812386156648,549,"Bolton South East","Labour"
"1182","Yasmin Qureshi","2019-2024",-0.788152610441767,1992,"Bolton South East","Labour"
"1183","Yvette Cooper","2017-2019",-0.721995926680244,982,"Normanton, Pontefract and Castleford","Labour"
"1184","Yvette Cooper","2019-2024",-0.82036775106082,1414,"Normanton, Pontefract and Castleford","Labour"
"1185","Yvonne Fovargue","2017-2019",-0.628125,320,"Makerfield","Labour"
"1186","Yvonne Fovargue","2019-2024",-0.576719576719577,189,"Makerfield","Labour"
"1187","Zac Goldsmith","2017-2019",-0.309370988446727,779,"Richmond Park","Liberal Democrats"
"1188","Zarah Sultana","2019-2024",-0.940206851971558,3094,"Coventry South","Labour"
"1189","Órfhlaith Begley","2017-2019",-0.717948717948718,234,"West Tyrone","Sinn Féin"
"1190","Órfhlaith Begley","2019-2024",-0.688787185354691,437,"West Tyrone","Sinn Féin"
